,country,points,price,variety,millesime
61037,US,91,43.0,Chardonnay,2019.0
61038,Austria,91,27.0,Riesling,2020.0
61046,US,91,43.0,Pinot Noir,2019.0
61050,US,91,34.0,Chardonnay,2019.0
61051,Austria,91,30.0,Riesling,2020.0
61052,US,91,32.0,Sauvignon Blanc,2020.0
61054,US,91,27.0,Riesling,2018.0
61055,Austria,91,34.0,Riesling,2020.0
61056,US,91,38.0,Cabernet Sauvignon,2019.0
61058,Chile,91,41.0,Red Blend,2017.0
61060,US,91,32.0,Cabernet Sauvignon,2019.0
61061,US,91,49.0,Pinot Noir,2018.0
61078,France,88,102.0,Pinot Noir,2015.0
61079,Italy,88,37.0,Red Blend,2014.0
61081,US,88,38.0,Syrah,2014.0
61083,France,88,45.0,Pinot Noir,2015.0
61084,US,88,32.0,Syrah,2013.0
61085,Italy,88,36.0,Red Blend,2013.0
61087,Chile,88,27.0,Merlot,2014.0
61093,US,87,21.0,Cabernet Sauvignon,2018.0
61094,US,87,21.0,Red Blend,2019.0
61095,US,87,24.0,Chardonnay,2019.0
61096,Germany,87,16.0,Riesling,2020.0
61100,US,87,24.0,Red Blend,2018.0
61103,France,87,18.0,Rosé,2020.0
61104,Italy,87,18.0,Red Blend,2020.0
61108,US,87,36.0,Pinot Noir,2018.0
61109,France,87,18.0,Rosé,2020.0
61111,France,87,21.0,Chardonnay,2018.0
61112,France,87,18.0,Chardonnay,2020.0
61113,France,87,18.0,Rosé,2020.0
61115,US,91,37.0,Pinot Noir,2020.0
61116,US,91,37.0,Pinot Noir,2020.0
61117,US,91,37.0,Pinot Noir,2020.0
61120,US,91,37.0,Pinot Noir,2019.0
61121,US,91,45.0,Pinot Noir,2019.0
61123,US,91,47.0,Pinot Noir,2019.0
61126,US,91,38.0,Pinot Noir,2019.0
61130,US,91,38.0,Pinot Noir,2019.0
61133,France,91,34.0,Riesling,2018.0
61134,US,91,34.0,Cabernet Sauvignon,2019.0
61137,Argentina,91,134.0,Cabernet Sauvignon,2018.0
61138,US,91,34.0,Chardonnay,2019.0
61140,US,91,40.0,Chardonnay,2019.0
61141,Australia,91,58.0,Cabernet Sauvignon,2017.0
61142,Australia,91,25.0,Cabernet Sauvignon,2019.0
61143,US,91,36.0,Pinot Noir,2018.0
61145,Argentina,87,21.0,Cabernet Sauvignon,2018.0
61146,US,87,40.0,Pinot Noir,2017.0
61148,US,87,74.0,Cabernet Sauvignon,2016.0
61151,Italy,87,40.0,Red Blend,2013.0
61152,US,87,46.0,Syrah,2016.0
61154,Italy,87,20.0,Red Blend,2018.0
61155,US,87,36.0,Pinot Noir,2016.0
61156,France,87,20.0,Bordeaux-style Red Blend,2017.0
61158,US,87,27.0,Pinot Noir,2017.0
61160,US,87,37.0,Pinot Noir,2016.0
61164,US,87,79.0,Pinot Noir,2017.0
61165,US,87,25.0,Pinot Noir,2017.0
61166,Spain,87,22.0,Red Blend,2016.0
61168,US,87,32.0,Merlot,2016.0
61175,France,90,52.0,Pinot Noir,2019.0
61176,France,90,24.0,Sauvignon Blanc,2020.0
61180,US,90,41.0,Cabernet Sauvignon,2019.0
61181,Italy,90,33.0,Red Blend,2017.0
61185,US,90,37.0,Pinot Noir,2019.0
61186,US,90,30.0,Cabernet Sauvignon,2019.0
61188,US,90,32.0,Chardonnay,2020.0
61189,US,90,47.0,Cabernet Sauvignon,2019.0
61190,France,90,24.0,Sauvignon Blanc,2020.0
61192,US,90,37.0,Chardonnay,2019.0
61194,US,90,36.0,Pinot Noir,2019.0
61195,France,90,52.0,Syrah,2018.0
61196,US,90,47.0,Cabernet Sauvignon,2018.0
61197,US,90,29.0,Pinot Noir,2019.0
61198,US,90,47.0,Cabernet Sauvignon,2018.0
61199,France,90,37.0,Chardonnay,2019.0
61200,Italy,87,21.0,Red Blend,2017.0
61202,Chile,87,29.0,Cabernet Sauvignon,2015.0
61206,US,87,43.0,Pinot Noir,2016.0
61207,US,87,23.0,Riesling,2016.0
61210,US,87,25.0,Chardonnay,2017.0
61214,Chile,87,23.0,Cabernet Sauvignon,2016.0
61215,US,87,30.0,Sauvignon Blanc,2015.0
61216,Chile,87,19.0,Syrah,2016.0
61217,Italy,87,26.0,Red Blend,2015.0
61218,Italy,87,24.0,Chardonnay,2016.0
61220,Italy,87,27.0,Red Blend,2014.0
61223,US,87,19.0,Chardonnay,2016.0
61224,US,87,26.0,Merlot,2016.0
61225,US,87,23.0,Pinot Noir,2017.0
61229,US,87,54.0,Pinot Noir,2016.0
61230,Chile,85,16.0,Chardonnay,2018.0
61232,Portugal,85,12.0,Rosé,2019.0
61234,US,85,17.0,Red Blend,2017.0
61242,Chile,85,14.0,Cabernet Sauvignon,2018.0
61243,US,85,17.0,Rosé,2019.0
61250,US,85,26.0,Red Blend,2015.0
61251,Portugal,85,13.0,Rosé,2019.0
61258,US,87,22.0,Pinot Noir,2014.0
61259,US,87,46.0,Chardonnay,2014.0
61261,US,87,44.0,Cabernet Sauvignon,2013.0
61262,US,87,28.0,Merlot,2014.0
61265,US,87,32.0,Red Blend,2013.0
61266,US,87,36.0,Merlot,2014.0
61267,Italy,87,24.0,Syrah,2014.0
61275,US,87,59.0,Pinot Noir,2013.0
61278,US,87,32.0,Chardonnay,2014.0
61279,Spain,87,22.0,Chardonnay,2015.0
61281,US,88,21.0,Red Blend,2020.0
61283,US,88,32.0,Cabernet Sauvignon,2019.0
61284,Chile,88,18.0,Sauvignon Blanc,2021.0
61286,France,88,18.0,Rosé,2021.0
61287,US,88,19.0,Red Blend,2020.0
61288,US,88,23.0,Rosé,2020.0
61290,US,88,17.0,Red Blend,2020.0
61291,US,88,20.0,Cabernet Sauvignon,2020.0
61292,France,88,23.0,Pinot Noir,2021.0
61294,US,88,31.0,Bordeaux-style Red Blend,2018.0
61295,US,88,31.0,Pinot Noir,2018.0
61297,US,88,20.0,Cabernet Sauvignon,2019.0
61299,US,88,25.0,Sauvignon Blanc,2021.0
61307,Argentina,88,21.0,Cabernet Sauvignon,2019.0
61311,US,88,24.0,Merlot,2019.0
61312,Australia,88,19.0,Rosé,2022.0
61314,US,88,25.0,Cabernet Sauvignon,2020.0
61315,US,88,25.0,Cabernet Sauvignon,2020.0
61317,US,88,19.0,Rosé,2022.0
61318,US,88,24.0,Chardonnay,2021.0
61319,US,88,29.0,Cabernet Sauvignon,2020.0
61322,US,88,28.0,Chardonnay,2021.0
61323,US,88,30.0,Merlot,2020.0
61325,US,88,22.0,Chardonnay,2021.0
61326,US,88,29.0,Pinot Noir,2020.0
61328,Germany,88,20.0,Riesling,2021.0
61330,Germany,88,17.0,Riesling,2021.0
61331,US,88,18.0,Chardonnay,2021.0
61332,US,88,21.0,Cabernet Sauvignon,2020.0
61333,US,88,18.0,Chardonnay,2022.0
61334,US,88,26.0,Red Blend,2020.0
61336,US,88,46.0,Cabernet Sauvignon,2018.0
61337,US,88,25.0,Merlot,2019.0
61338,France,88,22.0,Chardonnay,2020.0
61341,Argentina,83,12.0,Red Blend,2018.0
61344,Italy,83,14.0,Red Blend,2017.0
61347,Italy,83,9.0,Red Blend,2016.0
61348,US,83,26.0,Red Blend,2017.0
61349,Spain,83,8.0,Cabernet Sauvignon,2018.0
61356,Argentina,83,11.0,Chardonnay,2018.0
61359,US,82,10.0,Chardonnay,2018.0
61365,US,82,10.0,Cabernet Sauvignon,2016.0
61367,US,91,34.0,Pinot Noir,2020.0
61370,Spain,91,85.0,Red Blend,2014.0
61372,US,91,61.0,Bordeaux-style Red Blend,2018.0
61373,France,91,34.0,Bordeaux-style Red Blend,2020.0
61376,US,91,75.0,Cabernet Sauvignon,2016.0
61387,US,91,37.0,Pinot Noir,2020.0
61401,US,83,24.0,Pinot Noir,2017.0
61403,US,83,14.0,Merlot,2018.0
61405,US,83,23.0,Red Blend,2016.0
61406,Spain,83,9.0,Rosé,2019.0
61407,Portugal,83,9.0,Rosé,2019.0
61409,US,83,16.0,Pinot Noir,2018.0
61411,US,83,18.0,Sauvignon Blanc,2018.0
61413,Portugal,83,9.0,Rosé,2019.0
61414,Chile,82,9.0,Cabernet Sauvignon,2018.0
61417,US,82,9.0,Cabernet Sauvignon,2017.0
61420,Chile,82,9.0,Chardonnay,2019.0
61422,US,90,62.0,Syrah,2014.0
61427,Argentina,90,25.0,Cabernet Sauvignon,2015.0
61428,US,90,32.0,Chardonnay,2015.0
61430,France,90,44.0,Rosé,2016.0
61431,US,90,44.0,Chardonnay,2014.0
61433,US,90,51.0,Pinot Noir,2015.0
61435,US,90,38.0,Pinot Noir,2015.0
61436,US,90,33.0,Sauvignon Blanc,2015.0
61437,US,90,46.0,Pinot Noir,2015.0
61439,US,90,43.0,Syrah,2014.0
61442,US,90,32.0,Pinot Noir,2020.0
61445,US,90,23.0,Cabernet Sauvignon,2020.0
61448,US,90,26.0,Pinot Noir,2020.0
61451,France,90,40.0,Pinot Noir,2020.0
61452,US,90,57.0,Red Blend,2018.0
61453,US,90,27.0,Sauvignon Blanc,2020.0
61460,US,90,29.0,Pinot Noir,2020.0
61461,US,90,34.0,Chardonnay,2020.0
61464,US,90,26.0,Chardonnay,2020.0
61466,US,90,24.0,Chardonnay,2019.0
61468,US,90,27.0,Merlot,2019.0
61469,US,90,27.0,Syrah,2019.0
61470,France,90,47.0,Pinot Noir,2019.0
61471,US,90,26.0,Sauvignon Blanc,2021.0
61472,US,85,20.0,Red Blend,2013.0
61473,US,85,20.0,Cabernet Sauvignon,2013.0
61477,US,85,50.0,Syrah,2012.0
61479,Italy,85,16.0,Red Blend,2014.0
61482,US,85,16.0,Riesling,2014.0
61483,US,85,23.0,Merlot,2013.0
61484,Chile,85,16.0,Merlot,2014.0
61487,Argentina,85,24.0,Pinot Noir,2014.0
61491,US,85,22.0,Merlot,2012.0
61492,US,85,87.0,Bordeaux-style Red Blend,2012.0
61493,US,85,15.0,Chardonnay,2013.0
61494,US,85,20.0,Riesling,2014.0
61496,Argentina,85,20.0,Sauvignon Blanc,2015.0
61498,US,85,18.0,Chardonnay,2013.0
61507,US,86,17.0,Cabernet Sauvignon,2015.0
61508,US,86,31.0,Syrah,2012.0
61516,France,86,20.0,Red Blend,2014.0
61517,Chile,86,17.0,Sauvignon Blanc,2017.0
61522,US,86,66.0,Red Blend,2017.0
61531,US,86,20.0,Pinot Noir,2019.0
61535,US,86,35.0,Red Blend,2016.0
61536,US,86,16.0,Sauvignon Blanc,2019.0
61538,US,84,17.0,Chardonnay,2014.0
61539,US,84,20.0,Syrah,2013.0
61540,US,84,17.0,Sauvignon Blanc,2014.0
61542,Chile,84,14.0,Merlot,2014.0
61544,France,84,18.0,Rosé,2014.0
61546,France,84,15.0,Chardonnay,2013.0
61547,Italy,84,19.0,Red Blend,2015.0
61548,Chile,84,14.0,Pinot Noir,2014.0
61549,France,84,20.0,Chardonnay,2014.0
61550,Chile,84,12.0,Cabernet Sauvignon,2014.0
61551,US,84,15.0,Merlot,2014.0
61552,US,84,16.0,Red Blend,2012.0
61553,US,84,17.0,Chardonnay,2014.0
61554,Austria,84,23.0,Riesling,2014.0
61555,US,84,68.0,Cabernet Sauvignon,2011.0
61556,US,84,19.0,Cabernet Sauvignon,2013.0
61557,France,84,18.0,Chardonnay,2014.0
61559,France,85,25.0,Chardonnay,2016.0
61560,France,85,20.0,Pinot Noir,2015.0
61561,US,85,30.0,Chardonnay,2016.0
61562,Argentina,85,14.0,Chardonnay,2017.0
61567,US,85,21.0,Pinot Noir,2015.0
61569,US,85,35.0,Cabernet Sauvignon,2014.0
61571,US,85,19.0,Sauvignon Blanc,2017.0
61572,US,85,25.0,Pinot Noir,2016.0
61573,US,85,18.0,Chardonnay,2016.0
61574,US,85,37.0,Pinot Noir,2016.0
61583,US,85,17.0,Pinot Noir,2017.0
61584,France,85,55.0,Pinot Noir,2015.0
61589,Italy,90,71.0,Red Blend,2015.0
61592,US,90,44.0,Pinot Noir,2018.0
61593,US,90,30.0,Pinot Noir,2018.0
61594,US,90,56.0,Pinot Noir,2017.0
61599,US,90,58.0,Pinot Noir,2018.0
61610,US,90,44.0,Pinot Noir,2018.0
61611,Italy,90,58.0,Red Blend,2017.0
61613,Germany,90,47.0,Riesling,2018.0
61615,Italy,90,51.0,Red Blend,2015.0
61617,US,90,29.0,Red Blend,2018.0
61623,Spain,91,78.0,Red Blend,2012.0
61627,US,91,112.0,Cabernet Sauvignon,2014.0
61628,US,91,43.0,Merlot,2014.0
61630,France,91,98.0,Pinot Noir,2015.0
61640,France,91,53.0,Pinot Noir,2015.0
61645,US,90,26.0,Sauvignon Blanc,2016.0
61646,Argentina,87,25.0,Cabernet Sauvignon,2019.0
61650,US,87,19.0,Pinot Noir,2019.0
61651,US,87,26.0,Chardonnay,2019.0
61656,Spain,87,16.0,Red Blend,2020.0
61657,US,87,19.0,Rosé,2020.0
61658,Australia,87,28.0,Pinot Noir,2019.0
61660,Spain,87,24.0,Red Blend,2019.0
61661,Spain,87,21.0,Bordeaux-style Red Blend,2019.0
61671,France,87,17.0,Rosé,2020.0
61672,US,87,34.0,Chardonnay,2019.0
61682,Chile,84,15.0,Merlot,2012.0
61683,US,84,22.0,Cabernet Sauvignon,2012.0
61687,US,84,11.0,Chardonnay,2014.0
61691,France,83,14.0,Rosé,2014.0
61692,Chile,83,17.0,Cabernet Sauvignon,2012.0
61693,US,83,26.0,Red Blend,2012.0
61695,Chile,83,11.0,Sauvignon Blanc,2014.0
61697,Italy,93,72.0,Red Blend,2016.0
61699,Germany,93,46.0,Riesling,2018.0
61700,France,93,38.0,Chardonnay,2018.0
61701,US,93,52.0,Pinot Noir,2018.0
61702,US,93,57.0,Pinot Noir,2018.0
61703,France,93,57.0,Chardonnay,2018.0
61704,US,93,45.0,Pinot Noir,2018.0
61708,US,93,42.0,Pinot Noir,2018.0
61710,France,93,104.0,Chardonnay,2012.0
61713,Italy,93,93.0,Red Blend,2014.0
61714,US,93,40.0,Pinot Noir,2018.0
61716,US,93,60.0,Pinot Noir,2018.0
61718,US,93,52.0,Pinot Noir,2018.0
61721,US,93,53.0,Pinot Noir,2017.0
61723,US,93,50.0,Pinot Noir,2018.0
61724,US,93,35.0,Pinot Noir,2018.0
61725,US,93,57.0,Pinot Noir,2018.0
61726,US,93,55.0,Pinot Noir,2018.0
61733,Argentina,85,12.0,Cabernet Sauvignon,2022.0
61740,US,85,13.0,Chardonnay,2021.0
61745,France,85,12.0,Rosé,2022.0
61747,US,85,15.0,Chardonnay,2021.0
61749,France,85,12.0,Rosé,2021.0
61751,US,85,14.0,Chardonnay,2021.0
61752,US,85,14.0,Cabernet Sauvignon,2020.0
61754,US,85,14.0,Sauvignon Blanc,2021.0
61755,US,85,13.0,Cabernet Sauvignon,2020.0
61760,US,84,33.0,Pinot Noir,2016.0
61761,Spain,84,9.0,Cabernet Sauvignon,2016.0
61762,Argentina,84,12.0,Sauvignon Blanc,2017.0
61763,US,84,17.0,Rosé,2017.0
61765,Portugal,84,11.0,Rosé,2017.0
61766,US,84,13.0,Cabernet Sauvignon,2016.0
61769,US,84,21.0,Chardonnay,2016.0
61770,US,84,17.0,Sauvignon Blanc,2016.0
61774,Italy,84,14.0,Chardonnay,2016.0
61777,US,84,11.0,Sauvignon Blanc,2017.0
61778,US,84,22.0,Cabernet Sauvignon,2015.0
61779,US,84,19.0,Chardonnay,2015.0
61780,US,84,17.0,Chardonnay,2017.0
61781,US,86,24.0,Red Blend,2019.0
61791,Spain,85,37.0,Red Blend,2017.0
61792,France,85,13.0,Chardonnay,2021.0
61801,US,85,16.0,Red Blend,2018.0
61805,US,85,22.0,Chardonnay,2019.0
61808,US,85,41.0,Cabernet Sauvignon,2018.0
61812,US,89,36.0,Riesling,2015.0
61813,Germany,89,46.0,Riesling,2015.0
61814,France,89,27.0,Riesling,2015.0
61817,Germany,89,32.0,Riesling,2016.0
61818,US,89,64.0,Pinot Noir,2014.0
61819,US,89,41.0,Pinot Noir,2015.0
61820,US,89,27.0,Cabernet Sauvignon,2015.0
61823,US,89,38.0,Pinot Noir,2014.0
61826,US,89,57.0,Pinot Noir,2015.0
61834,Chile,88,32.0,Syrah,2014.0
61838,US,87,21.0,Pinot Noir,2020.0
61841,France,87,17.0,Rosé,2020.0
61842,US,87,16.0,Sauvignon Blanc,2020.0
61844,US,87,17.0,Chardonnay,2020.0
61846,France,87,18.0,Bordeaux-style Red Blend,2018.0
61848,France,87,18.0,Bordeaux-style Red Blend,2019.0
61849,France,87,28.0,Bordeaux-style Red Blend,2019.0
61851,France,87,21.0,Bordeaux-style Red Blend,2017.0
61853,Chile,87,29.0,Syrah,2019.0
61855,US,87,16.0,Syrah,2020.0
61856,US,87,24.0,Red Blend,2018.0
61865,US,87,19.0,Red Blend,2018.0
61866,US,90,40.0,Chardonnay,2015.0
61869,US,90,73.0,Syrah,2014.0
61870,US,90,51.0,Bordeaux-style Red Blend,2015.0
61871,US,90,48.0,Pinot Noir,2016.0
61872,US,90,41.0,Syrah,2016.0
61876,Italy,90,36.0,Red Blend,2013.0
61877,US,90,28.0,Chardonnay,2016.0
61879,Italy,90,43.0,Merlot,2016.0
61880,Italy,90,47.0,Cabernet Sauvignon,2014.0
61881,US,90,43.0,Pinot Noir,2015.0
61884,Italy,90,39.0,Red Blend,2016.0
61885,US,90,48.0,Cabernet Sauvignon,2015.0
61886,US,90,58.0,Pinot Noir,2016.0
61890,Chile,90,27.0,Sauvignon Blanc,2017.0
61892,US,90,42.0,Bordeaux-style Red Blend,2015.0
61893,US,90,42.0,Red Blend,2016.0
61895,US,90,43.0,Pinot Noir,2016.0
61896,US,86,98.0,Cabernet Sauvignon,2012.0
61897,US,86,42.0,Pinot Noir,2014.0
61901,US,86,41.0,Chardonnay,2013.0
61906,US,86,29.0,Riesling,2014.0
61907,US,86,18.0,Riesling,2014.0
61908,US,86,36.0,Pinot Noir,2014.0
61909,US,86,32.0,Cabernet Sauvignon,2012.0
61911,US,86,21.0,Red Blend,2013.0
61912,Argentina,86,21.0,Chardonnay,2015.0
61913,US,86,51.0,Merlot,2013.0
61915,US,86,28.0,Sauvignon Blanc,2015.0
61916,Australia,86,17.0,Chardonnay,2014.0
61917,US,82,22.0,Pinot Noir,2007.0
61918,US,82,15.0,Pinot Noir,2006.0
61920,Chile,82,12.0,Cabernet Sauvignon,2008.0
61921,Chile,82,16.0,Merlot,2007.0
61923,Chile,82,10.0,Sauvignon Blanc,2008.0
61924,Chile,82,28.0,Red Blend,2006.0
61926,Chile,82,9.0,Merlot,2008.0
61928,US,82,25.0,Pinot Noir,2007.0
61929,Chile,82,16.0,Sauvignon Blanc,2007.0
61930,Chile,81,12.0,Merlot,2007.0
61931,Chile,81,10.0,Cabernet Sauvignon,2006.0
61932,Chile,81,16.0,Cabernet Sauvignon,2005.0
61933,Chile,81,10.0,Pinot Noir,2008.0
61934,US,92,45.0,Bordeaux-style Red Blend,2018.0
61936,Italy,92,43.0,Red Blend,2018.0
61937,US,92,40.0,Merlot,2017.0
61938,Austria,92,33.0,Red Blend,2019.0
61939,US,91,45.0,Bordeaux-style Red Blend,2019.0
61940,US,91,41.0,Cabernet Sauvignon,2018.0
61941,US,91,44.0,Bordeaux-style Red Blend,2018.0
61942,US,91,44.0,Bordeaux-style Red Blend,2018.0
61944,US,91,34.0,Cabernet Sauvignon,2018.0
61947,Italy,91,43.0,Red Blend,2016.0
61951,US,91,64.0,Cabernet Sauvignon,2018.0
61953,France,91,26.0,Rosé,2020.0
61954,US,91,55.0,Syrah,2017.0
61961,US,91,41.0,Red Blend,2016.0
61963,France,91,24.0,Rosé,2020.0
61964,Argentina,84,16.0,Chardonnay,2015.0
61968,Argentina,84,23.0,Merlot,2013.0
61970,Chile,83,13.0,Cabernet Sauvignon,2013.0
61973,Chile,83,24.0,Cabernet Sauvignon,2014.0
61974,France,83,16.0,Riesling,2013.0
61980,Chile,83,12.0,Cabernet Sauvignon,2014.0
61981,France,83,16.0,Pinot Noir,2014.0
61982,Italy,87,19.0,Red Blend,2017.0
61987,France,87,37.0,Chardonnay,2016.0
61990,France,86,41.0,Chardonnay,2016.0
61991,US,86,20.0,Chardonnay,2016.0
61994,US,86,36.0,Pinot Noir,2015.0
61996,Italy,86,19.0,Red Blend,2015.0
62000,US,86,27.0,Pinot Noir,2015.0
62001,France,86,21.0,Chardonnay,2016.0
62004,US,86,30.0,Cabernet Sauvignon,1995.0
62005,US,86,27.0,Cabernet Sauvignon,2014.0
62006,US,86,28.0,Syrah,2015.0
62010,Italy,86,19.0,Red Blend,2017.0
62011,US,86,27.0,Chardonnay,2017.0
62012,US,86,30.0,Syrah,2016.0
62014,Austria,86,19.0,Chardonnay,2018.0
62016,Spain,86,31.0,Red Blend,2013.0
62018,Chile,86,16.0,Sauvignon Blanc,2018.0
62020,US,86,23.0,Sauvignon Blanc,2017.0
62021,US,86,33.0,Chardonnay,2017.0
62031,France,86,18.0,Rosé,2018.0
62037,US,86,16.0,Red Blend,2017.0
62038,France,86,16.0,Rosé,2018.0
62040,Italy,86,19.0,Red Blend,2017.0
62042,US,89,48.0,Pinot Noir,2014.0
62043,Australia,89,42.0,Bordeaux-style Red Blend,2012.0
62044,US,89,28.0,Sauvignon Blanc,2015.0
62052,US,89,48.0,Syrah,2013.0
62057,Chile,88,20.0,Cabernet Sauvignon,2015.0
62082,US,87,38.0,Cabernet Sauvignon,2012.0
62085,Chile,87,19.0,Sauvignon Blanc,2014.0
62086,US,87,27.0,Sauvignon Blanc,2013.0
62092,France,87,34.0,Bordeaux-style Red Blend,2012.0
62093,Italy,91,47.0,Red Blend,2013.0
62095,Chile,91,70.0,Red Blend,2015.0
62097,US,91,60.0,Cabernet Sauvignon,2015.0
62101,US,91,70.0,Cabernet Sauvignon,2015.0
62104,US,91,35.0,Cabernet Sauvignon,2016.0
62105,France,91,31.0,Bordeaux-style Red Blend,2016.0
62107,France,91,84.0,Bordeaux-style Red Blend,2016.0
62108,France,91,53.0,Merlot,2016.0
62109,Italy,91,52.0,Syrah,2015.0
62110,Italy,91,31.0,Red Blend,2016.0
62111,US,91,31.0,Chardonnay,2017.0
62113,US,91,52.0,Cabernet Sauvignon,2011.0
62114,US,91,37.0,Chardonnay,2016.0
62116,France,86,15.0,Rosé,2021.0
62120,France,86,18.0,Pinot Noir,2019.0
62125,US,86,28.0,Syrah,2019.0
62130,Chile,86,15.0,Red Blend,2020.0
62132,France,86,15.0,Rosé,2021.0
62134,France,86,13.0,Rosé,2021.0
62135,France,86,22.0,Pinot Noir,2019.0
62139,US,86,27.0,Red Blend,2020.0
62140,US,86,17.0,Sauvignon Blanc,2021.0
62142,US,86,24.0,Syrah,2019.0
62143,France,86,13.0,Rosé,2021.0
62147,US,90,50.0,Pinot Noir,2013.0
62151,France,90,32.0,Sauvignon Blanc,2014.0
62153,Spain,90,117.0,Red Blend,2010.0
62154,US,90,35.0,Chardonnay,2014.0
62155,US,90,78.0,Red Blend,2013.0
62157,Argentina,90,42.0,Red Blend,2012.0
62158,US,90,40.0,Chardonnay,2014.0
62161,Spain,90,32.0,Red Blend,2014.0
62162,US,90,30.0,Riesling,2014.0
62167,US,90,40.0,Syrah,2012.0
62168,US,90,28.0,Chardonnay,2015.0
62169,US,90,43.0,Red Blend,2013.0
62173,France,86,52.0,Bordeaux-style Red Blend,2019.0
62174,France,86,23.0,Bordeaux-style Red Blend,2019.0
62175,France,86,30.0,Bordeaux-style Red Blend,2019.0
62176,France,86,23.0,Bordeaux-style Red Blend,2019.0
62178,US,86,35.0,Bordeaux-style Red Blend,2016.0
62179,Italy,86,18.0,Red Blend,2019.0
62180,US,86,32.0,Chardonnay,2019.0
62182,US,86,19.0,Chardonnay,2020.0
62183,Chile,86,23.0,Cabernet Sauvignon,2019.0
62185,US,86,28.0,Pinot Noir,2019.0
62198,France,86,20.0,Bordeaux-style Red Blend,2018.0
62199,US,86,16.0,Riesling,2020.0
62200,Italy,86,30.0,Red Blend,2016.0
62201,Chile,86,15.0,Merlot,2019.0
62202,US,86,13.0,Chardonnay,2020.0
62206,Australia,87,18.0,Pinot Noir,2019.0
62207,US,87,21.0,Chardonnay,2019.0
62208,US,87,24.0,Pinot Noir,2019.0
62217,Spain,87,16.0,Red Blend,2019.0
62224,US,87,26.0,Pinot Noir,2018.0
62226,US,87,19.0,Chardonnay,2019.0
62235,Germany,90,49.0,Riesling,2015.0
62236,US,90,28.0,Sauvignon Blanc,2015.0
62238,US,90,65.0,Cabernet Sauvignon,2013.0
62240,US,90,78.0,Bordeaux-style Red Blend,2013.0
62241,US,90,50.0,Merlot,2013.0
62243,US,90,44.0,Pinot Noir,2015.0
62244,Germany,90,31.0,Riesling,2015.0
62246,Germany,90,46.0,Riesling,2015.0
62248,US,90,40.0,Merlot,2014.0
62252,Germany,90,42.0,Riesling,2015.0
62256,US,90,51.0,Pinot Noir,2014.0
62257,US,90,51.0,Pinot Noir,2015.0
62260,Italy,94,61.0,Red Blend,2017.0
62262,US,94,41.0,Riesling,2017.0
62263,Italy,94,79.0,Red Blend,2015.0
62264,France,94,82.0,Pinot Noir,2019.0
62265,France,94,51.0,Pinot Noir,2019.0
62266,France,94,179.0,Pinot Noir,2018.0
62268,France,93,79.0,Pinot Noir,2018.0
62270,US,93,42.0,Red Blend,2018.0
62271,France,93,47.0,Pinot Noir,2019.0
62272,France,93,59.0,Pinot Noir,2019.0
62273,US,93,41.0,Pinot Noir,2019.0
62274,US,93,55.0,Chardonnay,2019.0
62275,US,93,39.0,Pinot Noir,2019.0
62276,France,93,43.0,Riesling,2019.0
62278,US,93,42.0,Pinot Noir,2019.0
62280,US,93,35.0,Pinot Noir,2019.0
62281,US,93,47.0,Pinot Noir,2019.0
62282,Italy,93,56.0,Red Blend,2016.0
62283,US,93,46.0,Syrah,2018.0
62284,US,93,34.0,Chardonnay,2020.0
62285,US,93,43.0,Syrah,2017.0
62286,US,93,48.0,Pinot Noir,2018.0
62287,US,93,53.0,Pinot Noir,2019.0
62289,US,91,49.0,Cabernet Sauvignon,2014.0
62290,US,91,45.0,Pinot Noir,2014.0
62292,France,91,26.0,Rosé,2016.0
62293,US,91,49.0,Merlot,2014.0
62294,US,91,45.0,Bordeaux-style Red Blend,2014.0
62298,US,91,30.0,Merlot,2015.0
62299,US,91,76.0,Cabernet Sauvignon,2013.0
62303,Germany,94,37.0,Riesling,2021.0
62304,Germany,94,40.0,Riesling,2021.0
62305,US,94,48.0,Cabernet Sauvignon,2020.0
62306,US,94,49.0,Pinot Noir,2020.0
62307,France,94,50.0,Chardonnay,2020.0
62308,France,94,50.0,Chardonnay,2020.0
62309,US,94,52.0,Bordeaux-style Red Blend,2019.0
62314,US,94,39.0,Chardonnay,2021.0
62316,Germany,94,43.0,Riesling,2021.0
62317,US,94,49.0,Pinot Noir,2020.0
62320,US,94,48.0,Chardonnay,2020.0
62321,US,94,46.0,Chardonnay,2021.0
62325,France,94,50.0,Chardonnay,2020.0
62326,US,94,80.0,Cabernet Sauvignon,2020.0
62327,US,94,99.0,Cabernet Sauvignon,2018.0
62330,Germany,93,65.0,Riesling,2018.0
62332,US,90,25.0,Chardonnay,2021.0
62333,US,90,26.0,Chardonnay,2022.0
62334,US,90,32.0,Red Blend,2020.0
62336,US,90,26.0,Pinot Noir,2021.0
62337,US,90,25.0,Riesling,2020.0
62338,US,90,31.0,Chardonnay,2020.0
62339,US,90,31.0,Chardonnay,2020.0
62342,US,90,21.0,Sauvignon Blanc,2022.0
62343,US,90,22.0,Sauvignon Blanc,2022.0
62346,US,90,23.0,Merlot,2021.0
62347,US,90,25.0,Chardonnay,2021.0
62348,US,90,24.0,Riesling,2022.0
62349,US,90,22.0,Bordeaux-style Red Blend,2020.0
62351,US,90,34.0,Pinot Noir,2021.0
62362,US,90,30.0,Cabernet Sauvignon,2012.0
